,prereq,topic,platform,head,url,image
0,AI and Machine Learning,Math fundamentals,youtube,Basic Math Winter Batch | Basic Maths In Hindi | Zero Level Maths | Learn Maths In Hindi | Basic Mathematics in Hind,https://www.youtube.com/watch?v=Fubh6iYyZ94&list=PLbpXrZGbB0i4AJh7O1g6qrmpO5PZsVrH7,https://i.ytimg.com/vi/Fubh6iYyZ94/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAq4E9GBOP5D7tYNR8NmOuTIJtMJg
1,AI and Machine Learning,Math fundamentals,youtube,Mathematics (All Of It),https://www.youtube.com/watch?v=JbhBdOfMEPs&list=PLybg94GvOJ9FoGQeUMFZ4SWZsr30jlUYK,https://i.ytimg.com/vi/JbhBdOfMEPs/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCLWfBp0Zc4GSCefnscPR5-h0Jy1A
2,AI and Machine Learning,Math fundamentals,youtube,Mathematics Basics,https://www.youtube.com/watch?v=Y5bInzQiyuo&list=PLco74IzIY3JLJt_tm9F2epktWIq9u2ucu,https://i.ytimg.com/vi/Y5bInzQiyuo/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDY530qqXFHu_NIsKEgJYg0Jr1ecw
3,AI and Machine Learning,Math fundamentals,youtube,Complete Basics of Engineering Mathematics | Complete Series,https://www.youtube.com/watch?v=l27OjFfwwTw&list=PLONZmroYOBNOSABLCURulHHsgFiTPTBQK,https://i.ytimg.com/vi/l27OjFfwwTw/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCh9vQB3UwBVYKToCrcDTORbD4Mew
4,AI and Machine Learning,Coding basics,youtube,Python Language Full Course (2025-26),https://www.youtube.com/watch?v=t2_Q2BRzeEE&list=PLGjplNEQ1it8-0CmoljS5yeV-GlKSUEt0,https://i.ytimg.com/vi/t2_Q2BRzeEE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBm5_nQyrAnm5zyJ2FBA9l3BKyzMA
5,AI and Machine Learning,Coding basics,youtube,Python for Beginners (Full Course) | #100DaysOfCode Programming Tutorial in Hindi,https://www.youtube.com/watch?v=7wnove7K-ZQ&list=PLu0W_9lII9agwh1XjRt242xIpHhPT2llg,https://i.ytimg.com/vi/7wnove7K-ZQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBUXoJQ_bg8VrqiU-vbL8a90-mmOQ
6,AI and Machine Learning,Coding basics,youtube,Java Complete Basics to Advanced with 100+ Programming Challenges,https://www.youtube.com/watch?v=PymbRTMb4hY&list=PL78RhpUUKSweClRi_l05UgfE3053-zkRf,https://i.ytimg.com/vi/PymbRTMb4hY/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC5m0T-yOsSCgbVM615WGydx7bXRw
7,AI and Machine Learning,Coding basics,youtube,C Programming Course,https://www.youtube.com/watch?v=rQoqCP7LX60&list=PLxgZQoSe9cg1drBnejUaDD9GEJBGQ5hMt,https://i.ytimg.com/vi/rQoqCP7LX60/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB8g25Ka6C2hYOwJIHi4a1Vz-i_OQ
8,AI and Machine Learning,Data understanding,youtube,Data Analyst Bootcamp,https://www.youtube.com/watch?v=rGx1QNdYzvs&list=PLUaB-1hjhk8FE_XZ87vPPSfHqb6OcM0cF,https://i.ytimg.com/vi/rGx1QNdYzvs/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCC7_YwlV9CBCUAW9N51mnxzoYhhw
9,AI and Machine Learning,Data understanding,youtube,Statistics for Data Analytics/ Data Science | Complete Statistics Tutorial,https://www.youtube.com/watch?v=o7WkGYIPUM8&list=PLunlGNVWDAaY7AeDDzTeu4-DD3g7zmAXs,https://i.ytimg.com/vi/o7WkGYIPUM8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC6IsKz_XJ_s8uWv6m75miHxd_bVg
10,AI and Machine Learning,Data understanding,youtube,Data Analyst Full Course 2025 | Data Analytics Full Course Hindi| data analytics full course in hindi playlist | data analyst course playlist in hindi,https://www.youtube.com/watch?v=5zEt1_Nkiio&list=PLOWRNl6YgsT79ezWdEhOjvK4D-cQfr7ys&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/5zEt1_Nkiio/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAqrLmfOYogfAeenQD1qbUsyxt2jQ
11,AI and Machine Learning,Data understanding,youtube,🔥Data Analytics | Data Analytics Full Course For Beginners | Data Analytics Projects | Updated Data Analytics Playlist 2024 | Simplilearn,https://www.youtube.com/watch?v=zwasdVPPFFw&list=PLEiEAq2VkUUKgEFXH1tBbHwq38oWYDScU,https://i.ytimg.com/vi/zwasdVPPFFw/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAEeK1B5-4BM_ZmgCSUeYH6wdA50A
12,AI and Machine Learning,Statistical knowledge,youtube,Statistics for Data Analytics/ Data Science | Complete Statistics Tutorial,https://www.youtube.com/watch?v=o7WkGYIPUM8&list=PLunlGNVWDAaY7AeDDzTeu4-DD3g7zmAXs,https://i.ytimg.com/vi/o7WkGYIPUM8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC6IsKz_XJ_s8uWv6m75miHxd_bVg
13,AI and Machine Learning,Statistical knowledge,youtube,Statistics (Digital E-Learning),https://www.youtube.com/watch?v=KLAEwukvuZs&list=PL5JMSasVeFoBhkbg2tPQG0B4q673GatyL,https://i.ytimg.com/vi/KLAEwukvuZs/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBw3WR4WsDBqzw2RIt9mbyfM6Drnw
14,AI and Machine Learning,Statistical knowledge,youtube,Statistics,https://www.youtube.com/watch?v=XZo4xyJXCak&list=PL0o_zxa4K1BVsziIRdfv4Hl4UIqDZhXWV,https://i.ytimg.com/vi/XZo4xyJXCak/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLArnPNe3ojLXf9FECvR9UsxqutJpA
15,AI and Machine Learning,Statistical knowledge,youtube,Business Statistics | B.COM | BBA,https://www.youtube.com/watch?v=UjPTKJ2API8&list=PL9Cd7H8NFRQzA0_e8epz4l5rBCP2-mBWT,https://i.ytimg.com/vi/UjPTKJ2API8/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCDhnVHS4aLXG9lS9M1bFS-F52xuw
16,AI and Machine Learning,Problem decomposition,youtube,WB3Tech | Strategic Thinking with Problem Decomposition,https://www.youtube.com/watch?v=v34NqCbAA1c&list=PLc2vHWAyCS9RMi7zMR38JqgjVJpbfwssR,https://i.ytimg.com/vi/v34NqCbAA1c/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCfOd1MHsaGPZFB__C5WK4w_FAXJA
17,AI and Machine Learning,Problem decomposition,youtube,C - Problem Decomposition,https://www.youtube.com/watch?v=AKOWGChr9iA&list=PL1PIT7dM3Ap9_V9EU5UgSy9KmiGN6WNhs,https://i.ytimg.com/vi/AKOWGChr9iA/hqdefault.jpg?sqp=-oaymwExCOADEI4CSFryq4qpAyMIARUAAIhCGAHwAQH4Af4EgALgA4oCDAgAEAEYZSBZKEswDw==&rs=AOn4CLCbceYER1AfzjQJquVGhcsjefbINg
18,AI and Machine Learning,Problem decomposition,youtube,problem decomposition,https://www.youtube.com/watch?v=ekJzogpS-94&list=PL-IxmYup82pJULGN-MuXeBQHq60cgU1sW,https://i.ytimg.com/vi/ekJzogpS-94/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDdJgf1iIgudywbXvMbq-lpxgOvdw
19,AI and Machine Learning,Problem decomposition,youtube,Control System-Direct Decomposition,https://www.youtube.com/watch?v=Bf3m4YqLSck&list=PLLccRtG5s3u6-eTE1jjPOjb-YZ-sgk9HE,https://i.ytimg.com/vi/Bf3m4YqLSck/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB6zdiwEJqV3k7tYYznwEce85cNZw
20,Data Science and Analytics,Statistical thinking,youtube,Statistical Thinking,https://www.youtube.com/watch?v=OJt-k9h9pmk&list=PLRKtJ4IpxJpBxX2S9wXJUhB1_ha3ADFpF,https://i.ytimg.com/vi/OJt-k9h9pmk/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBRwV3pIJ1NNqXPT6IjtSJ1atn3MQ
21,Data Science and Analytics,Statistical thinking,youtube,Statistics,https://www.youtube.com/watch?v=U745sq4OP8c&list=PLYcLrRDaR8_fBPUM12tFbpHfvd8RyFGzz,https://i.ytimg.com/vi/U745sq4OP8c/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC52fC9r9Azl3zQiUSUh8zAZjxbrA
22,Data Science and Analytics,Statistical thinking,youtube,Statistical Rethinking 2023,https://www.youtube.com/watch?v=FdnMWdICdRs&list=PLDcUM9US4XdPz-KxHM4XHt7uUVGWWVSus,https://i.ytimg.com/vi/FdnMWdICdRs/hqdefault.jpg?sqp=-oaymwExCOADEI4CSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYYyBlKFYwDw==&rs=AOn4CLCVefzWXnmw_2iwGfXhcL_O8ospWQ
23,Data Science and Analytics,Statistical thinking,youtube,Statistics for Data Analytics/ Data Science | Complete Statistics Tutorial,https://www.youtube.com/watch?v=o7WkGYIPUM8&list=PLunlGNVWDAaY7AeDDzTeu4-DD3g7zmAXs&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/o7WkGYIPUM8/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBVZ2JeGaHkvF-Byhqkl5S8rnd_OA
24,Data Science and Analytics,Data manipulation,youtube,Data manipulation,https://www.youtube.com/watch?v=kg9Kgvv9-0g&list=PLtL57Fdbwb_AWmWWrFV_pLqq2uicpUIO9,https://i.ytimg.com/vi/kg9Kgvv9-0g/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDaNQPOTIKU_TVd0i_0_32i7amLfg
25,Data Science and Analytics,Data manipulation,youtube,Data Analysis & Manipulation,https://www.youtube.com/watch?v=QGq5E_GhYYg&list=PLF826F5FD5EF54B45,https://i.ytimg.com/vi/QGq5E_GhYYg/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLD_mHGgBKC5oGa4zp305rFY6tTIFg
26,Data Science and Analytics,Data manipulation,youtube,Data Manipulation in Python A Pandas Crash Course,https://www.youtube.com/watch?v=bfh9s5ZMfaQ&list=PLVP36NCkbjNTNOBRNCUmuwmKHaMiAW7x6,https://i.ytimg.com/vi/bfh9s5ZMfaQ/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYHCA1KH8wDw==&rs=AOn4CLAhytp8b99FzGWpwHNYzaFKNv1F2Q
27,Data Science and Analytics,Data manipulation,youtube,Data Manipulation and Processing with Python,https://www.youtube.com/watch?v=3a8wEHaTF3w&list=PLea0WJq13cnCno6_21x__20J9kBvrwyog,https://i.ytimg.com/vi/3a8wEHaTF3w/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB9bMusUSp7I5g82LBcOUqyPlhUvQ
28,Data Science and Analytics,Programming proficiency,youtube,Java Complete Basics to Advanced with 100+ Programming Challenges,https://www.youtube.com/watch?v=PymbRTMb4hY&list=PL78RhpUUKSweClRi_l05UgfE3053-zkRf,https://i.ytimg.com/vi/PymbRTMb4hY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB_-ddeMH5sydPMGts1pEM49Ooz3Q
29,Data Science and Analytics,Programming proficiency,youtube,Complete Computer Course,https://www.youtube.com/watch?v=W7-u_w-0zHc&list=PLqleLpAMfxGAkXyW-QIwBPYDXpxAmb5La,https://i.ytimg.com/vi/W7-u_w-0zHc/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBZHXMzYUb3o7by6IXDK-lk3wWlmw
30,Data Science and Analytics,Programming proficiency,youtube,Quantitative Aptitude Tutorials,https://www.youtube.com/watch?v=tnc9ojITRg4&list=PLpyc33gOcbVA4qXMoQ5vmhefTruk5t9lt&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/tnc9ojITRg4/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB_SREI4Yo1mybswJKfRy_d70gEAw
31,Data Science and Analytics,Programming proficiency,youtube,Free Computer 2.0 Batch for All SSC and one-day Exams,https://www.youtube.com/watch?v=xkQx19k6GS4&list=PL5SDlP42gG0iur74_VJiUUCPNtUv7TF20,https://i.ytimg.com/vi/xkQx19k6GS4/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAGy__A3mrI8KeOT64nCObmfPxYkw
32,Data Science and Analytics,Database knowledge,youtube,1.1 DBMS In Hindi (Complete Playlist),https://www.youtube.com/watch?v=YRnjGeQbsHQ&list=PLmXKhU9FNesR1rSES7oLdJaNFgmuj0SYV,https://i.ytimg.com/vi/YRnjGeQbsHQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBxmG_G2dzK4nS64lMGNxaOWXwItQ
33,Data Science and Analytics,Database knowledge,youtube,DBMS (Database Management system) Complete Playlist,https://www.youtube.com/watch?v=kBdlM6hNDAE&list=PLxCzCOWd7aiFAN6I8CuViBuCdJgiOkT2Y,https://i.ytimg.com/vi/kBdlM6hNDAE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAMowVUvKT1JY-aUw9TsWOTAcWqZQ
34,Data Science and Analytics,Database knowledge,youtube,Data Analytics with Projects Full Free Course  (New Updated) by WsCube Tech,https://www.youtube.com/watch?v=VaSjiJMrq24&list=PLjVLYmrlmjGdRs1sGqRrTE-EMraLclJga&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/VaSjiJMrq24/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB5n23f0NngvJ9eUHGQmDPCFH_v9g
35,Data Science and Analytics,Database knowledge,youtube,Database Management Systems,https://www.youtube.com/watch?v=6Iu45VZGQDk&list=PLBlnK6fEyqRi_CUQ-FXxgzKQ1dwr_ZJWZ,https://i.ytimg.com/vi/6Iu45VZGQDk/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD_1NR4aJ41UUp2cnlv1IgmKVcwmg
36,Data Science and Analytics,Analytical mindset,youtube,Trading & Technical Analysis (Full Courses: Beginner To Advanced),https://www.youtube.com/watch?v=lEk4cSA7cqc&list=PLqJjKuP8g79xgdI8SvWfe7LndcqKE_yUC&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/lEk4cSA7cqc/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA1m27lTXlfOJg9MhQhnNvReaBehA
37,Data Science and Analytics,Analytical mindset,youtube,Analytical skills,https://www.youtube.com/watch?v=ZV3eIwoTFtk&list=PL8S5oqa1f6jSIolrdiVCZXVqk3VakUqMf,https://i.ytimg.com/vi/ZV3eIwoTFtk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBbPU4kP-YOZFIt0z5pbBqLRzaz2w
38,Data Science and Analytics,Analytical mindset,youtube,analytical thinking,https://www.youtube.com/watch?v=toJKbhgR1G4&list=PLOALqEQzT4jdmYtPv7bsnAW5-uVbYwqJa,https://i.ytimg.com/vi/toJKbhgR1G4/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4Af4IgALQBYoCDAgAEAEYPyBlKDIwDw==&rs=AOn4CLCHGAGdEbZIFXt80gRsd3bN6OxFDA
39,Data Science and Analytics,Analytical mindset,youtube,* Music Analytical thinking stimulant,https://www.youtube.com/watch?v=KNuoGeD9Qeo&list=PLAUIVY9kiqn81S36zPbXs4WZgiIfBLCXP,https://i.ytimg.com/vi/KNuoGeD9Qeo/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC2pqqr5b5eCan8BbGRs2WXdt6ZxA
40,Full-Stack Web Development,Frontend basics,youtube,Front End Developer Learning Path,https://www.youtube.com/watch?v=9He4UBLyk8Y&list=PLWKjhJtqVAbmMuZ3saqRIBimAKIMYkt0E,https://i.ytimg.com/vi/9He4UBLyk8Y/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAUoUjvLRM9C5x2jKy_STBVH-UUaA
41,Full-Stack Web Development,Frontend basics,youtube,Complete FrontEnd/Web Development in 45 Hours with 13 Projects,https://www.youtube.com/watch?v=rklidcZ-aLU&list=PL78RhpUUKSwfYr_bKHq7SWfTCBGad_xxP,https://i.ytimg.com/vi/rklidcZ-aLU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA3IPwjaRhVfT0GiQw0dWC2OPVfWQ
42,Full-Stack Web Development,Frontend basics,youtube,"HTML,CSS,JavaScript, Project, Git & GitHub",https://www.youtube.com/watch?v=HcOc7P5BMi4&list=PLfqMhTWNBTe0PY9xunOzsP5kmYIz2Hu7i,https://i.ytimg.com/vi/HcOc7P5BMi4/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD14HO9monDmZmiU3k2KCyDt5YU6A
43,Full-Stack Web Development,Frontend basics,youtube,Front-End Development,https://www.youtube.com/watch?v=4dprtEzunIk&list=PLbtI3_MArDOkNtOan8BQkG6P8wf6pNVz-,https://i.ytimg.com/vi/4dprtEzunIk/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLADM87i0OpWv3nivIXlBvPuyqrDeA
44,Full-Stack Web Development,Backend logic,youtube,Chai aur Javascript Backend | Hindi,https://www.youtube.com/watch?v=EH3vGeqeIAo&list=PLu71SKxNbfoBGh_8p_NS-ZAh6v7HhYqHW,https://i.ytimg.com/vi/EH3vGeqeIAo/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLABPyuibIWHtnYcJuIiiLzY200UEA
45,Full-Stack Web Development,Backend logic,youtube,Complete Web Dev using MERN stack || Love Babbar,https://www.youtube.com/watch?v=Vi9bxu-M-ag&list=PLDzeHZWIZsTo0wSBcg4-NMIbC0L8evLrD,https://i.ytimg.com/vi/Vi9bxu-M-ag/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB09-5fGGgtXJxFRsONAeaQZlnnZA
46,Full-Stack Web Development,Backend logic,youtube,Introduction to backend development with Spring Boot,https://www.youtube.com/watch?v=mXwiYykNd1E&list=PLGlQz0zinlPd_aI4iWON885xKd-YByy-h,https://i.ytimg.com/vi/mXwiYykNd1E/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA4A7Vhjygurz6sNfBv8PZ9rHjj9A
47,Full-Stack Web Development,Backend logic,youtube,FreeCodeCamp - 2 Basic Node & Express - Backend Development and APIs,https://www.youtube.com/watch?v=_bxNMR1eMZw&list=PLUvKRKFIL7gulsPOezFqEC79m7oK6QUes&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/_bxNMR1eMZw/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAURdUBhp3UBGHjgKxHOUbkPtFFow
48,Full-Stack Web Development,Database understanding,youtube,Database Management Systems,https://www.youtube.com/watch?v=6Iu45VZGQDk&list=PLBlnK6fEyqRi_CUQ-FXxgzKQ1dwr_ZJWZ,https://i.ytimg.com/vi/6Iu45VZGQDk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAY33egXd_cxYMlkjvWtnVc42MW0A
49,Full-Stack Web Development,Database understanding,youtube,DBMS (Database Management system) Complete Playlist,https://www.youtube.com/watch?v=kBdlM6hNDAE&list=PLxCzCOWd7aiFAN6I8CuViBuCdJgiOkT2Y,https://i.ytimg.com/vi/kBdlM6hNDAE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAMowVUvKT1JY-aUw9TsWOTAcWqZQ
50,Full-Stack Web Development,Database understanding,youtube,SQL Tutorial In Hindi,https://www.youtube.com/watch?v=yH1zCq-iaeU&list=PLdOKnrf8EcP17p05q13WXbHO5Z_JfXNpw,https://i.ytimg.com/vi/yH1zCq-iaeU/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDysHAUj0Fa6OWV1KoR9Ee3oMQNpQ
51,Full-Stack Web Development,Database understanding,youtube,Intro to Relational Databases with MS Access,https://www.youtube.com/watch?v=zqETrlMtgIg&list=PLJhTWoCm8I6CdcxP8mAyJPb8do7Ytsb1C,https://i.ytimg.com/vi/zqETrlMtgIg/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCjwTfI01Iuct2Kkdwg7EYiJ1eoyg
52,Full-Stack Web Development,Version control,youtube,Learn git GitHub & Version Control | June 2023,https://www.youtube.com/watch?v=7A1qQGmZ3DE&list=PL7zl8TDRnbukJecrjQIIj_NW1NcygcqxR,https://i.ytimg.com/vi/7A1qQGmZ3DE/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAeWR6QbOvVe4tkB_AynyZ4UFlMow
53,Full-Stack Web Development,Version control,youtube,Version Control System - UiPath,https://www.youtube.com/watch?v=dUq-6TjwTDA&list=PL41Y-9S9wmyLwroOpcQg5aU5YJlTzp7FA,https://i.ytimg.com/vi/dUq-6TjwTDA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDtzWal7jIFzvVTt0XUGRRGo0KzCw
54,Full-Stack Web Development,Version control,youtube,UiPath Tutorial on GitHub Version Control,https://www.youtube.com/watch?v=c-NikCpec7U&list=PLhTE7-JU1rhYMpmHLhUhj2ny6Q3W-FQv9,
55,Full-Stack Web Development,Version control,youtube,All About Git & Github (Version Control),https://www.youtube.com/watch?v=AfYgEWAPBdo&list=PL4rZqmMhiEFYQjv6r-61fPsSBFJw03kzz&pp=0gcJCV8EOCosWNin,
56,Full-Stack Web Development,Debugging skills,youtube,06 - Debugging,https://www.youtube.com/watch?v=6PGjPPnMrcs&list=PLM3lhmHjSeISyMURtxc1-ibN1DrB_3sFK,https://i.ytimg.com/vi/6PGjPPnMrcs/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYOSBlKHIwDw==&rs=AOn4CLCVj-ilQP2FlAF4aAjpH4iQvgCwGg
57,Full-Stack Web Development,Debugging skills,youtube,Debugging skills,https://www.youtube.com/watch?v=Kmx_NL4_2Fk&list=PLqfDRcKwGWJ7y-nK10NKlXVjE282YUYxA,https://i.ytimg.com/vi/Kmx_NL4_2Fk/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYZSBNKD4wDw==&rs=AOn4CLBtMiNe2mjqqavdh2FpPqz2m-QeGA
58,Full-Stack Web Development,Debugging skills,youtube,Debugging Skills,https://www.youtube.com/watch?v=c4VRGEK2oHA&list=PLWa9B1OAQv08ZpYaZ0UJh2mQJBeNsboVt,https://i.ytimg.com/vi/c4VRGEK2oHA/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBFDCXMzGOPCZEGzAyAXBkGYu-Ndg
59,Full-Stack Web Development,Debugging skills,youtube,Performance Debugging - MAD Skills,https://www.youtube.com/watch?v=_5LgIrd4O5g&list=PLWz5rJ2EKKc-xjSI-rWn9SViXivBhQUnp&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/_5LgIrd4O5g/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBLY2Nsy7KRwbHrFQzHAWXU0tKdvQ
60,Cloud Computing,Networking basics,youtube,Networking Basics,https://www.youtube.com/watch?v=0AcpUwnc12E&list=PLkW9FMxqUvyZaSQNQslneeODER3bJCb2K&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/0AcpUwnc12E/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCuThAxbEC3LJHZIuFwFkgjsssUqA
61,Cloud Computing,Networking basics,youtube,Networking Fundamentals,https://www.youtube.com/watch?v=bj-Yfakjllc&list=PLIFyRwBY_4bRLmKfP1KnZA6rZbRHtxmXi,https://i.ytimg.com/vi/bj-Yfakjllc/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC1dK8kVWGTqET6SHbfE9ik_ShIjw
62,Cloud Computing,Networking basics,youtube,Computer Networking Full Course in Hindi,https://www.youtube.com/watch?v=jExP6TBZUOk&list=PLS0spxc8nUsDqFzwOUXrJfdncOVpDRXdE,https://i.ytimg.com/vi/jExP6TBZUOk/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAxpdpJt3KU5A9flb9Aa7TITiAgZQ
63,Cloud Computing,Networking basics,youtube,Computer Networks,https://www.youtube.com/watch?v=VwN91x5i25g&list=PLBlnK6fEyqRgMCUAG0XRw78UA8qnv6jEx,https://i.ytimg.com/vi/VwN91x5i25g/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA5aA9McsMIihZuR1we_XsFJwOUUw
